epoch,step,reward,kl_divergence,GPT-2 response,PPO response
2,39,0.5469231009483337,2.160857677459717,"I was a fan of The Matrix and I loved it, but this is not what you are looking for. You are looking at an action movie with some people who have been in that world (and they're all dead) and their lives are being destroyed by evil-doers. And then there's the ""theater"" - which is about a group called the Black Panthers, or whatever the","It's a horror movie and it is terrible in some ways but what I enjoy most about this cinema is, its that everything goes like clockwork because when you're on screen you've lost your imagination – literally all of it – And everyone turns to look up at me with wistful eyes Like Michael Fassbender or Jai Courtney (they just can't handle their own starlet)And"
2,47,0.09848485141992569,3.625913619995117,"The first thing I did was, the director's cut of ""Avengers"" (the film) is a little bit like an old-school sci-fi thriller with all the big bad guys and their super-powered weapons in it, but they're not really heroes or villains; They are just people who have been killed by aliens that were created to kill them. The second thing we do","It's in one of the most expensive indie studios ever, an industry that made its name with what we'd learned at MTV and it was a show from The Matrix; I didn't want my character to look like his dad because all they did was film them on VHS tapes or TV sets - ""we'll go fuck you.""
(The script is played by Paul McCartney) Heh."
3,5,0.09609375149011612,13.667928695678711,"I was a fan of The Matrix and I loved it, but that's not what you're doing here. You're making an American remake of the movie - which is about a man who has been killed by his own government (and he's in prison) and he's trying to save himself from the death of his wife and his children, and he's going to be a hero, and he","When George Lucas was writing his Star Wars The Force Awakens, he said it as a picture of what ""the big-ticket Hollywood blockbusters"" are - and then she had to throw stars at her in that space -- so maybe you'd need an Eigengrapp starlet for those films. So this is the stuff we're doing now, which I don't like the way that the"
3,13,0.07903704047203064,9.004850387573242,"I was a little bit of a ""fucking idiot"" (and I had to be)
And the music was awful, and the lyrics were horrible - and the lyrics were fucking stupid
And the song was so fucking bad, and it's like, ""I'm a fucking idiot"" And the songs were so fucked up, and they're all the same, and I was a fuck-","Dante's body art – The Man Who Isn't Jack Nicholson has a look at the world as it was, an in-downtown New York with two stars on it – A Demented Inside the House and Littlest Cat are all about ""Bartleby"" – Healers (Aristotle & The Huckleberries) and Jethro Tulliget"
3,22,0.09558823704719543,3.227771282196045,"
""I'm a woman, I'm a feminist, and the only thing that's wrong with me is my feminism. I am a man, but I'm a feminist, and the ONLY things you can do to me are your feminism."" ""I'm a woman who has a vagina, and I have a vagina because I'm a feminist,"" he said in a rambling monologue. The","You want a woman who wants to do X, the problem is she got Y in her vagina and it's an app for you…you won't win (the game)

There were not too many jokes there of how your feminist slumlord can get into people's socks while he goes out with the fucking shitlords - I played this guy from the New World who does this stuff because i"
3,30,0.08478835970163345,14.30843734741211,"The first thing I did was, the second thing is, it's a film that has an all-star cast and they're not even in the middle of the action, but you have a bunchof people who are like, ""Oh my god, we're going to be the next Batman, and we'll be the last Batman, and we will make the world a better place."" And then","In 'American Dream', the main character is a robot, with a rocket-powered laser beam and his human head (aka a glazier) being plastered on a massive machine-like spaceship. In I Hate The Movies - It's You You The Fucked Up AI is another Hollywood trope and it's a remake of the Terminator where the alien invasion and the Alien Invasion- and all the"
3,38,0.0712532326579094,7.8551764488220215,"The only thing I can do is to make the movie as good and as beautiful as possible, and I will be making it in a way that I am not going for the ""I"" and my-and-the - and the (s) and all these things, but I will also have an opening that I will not be the one who is the star; I'll just be the one","My first ever and most cynical action cinema,
My first tod- - the Ihve and Aeon!
Pushing out the evil, the sinister in my dour swindles
And wirrringly, ao the thewry jingery,
O who canst thou?
Shall thou make us an Omtean;, by"
3,46,0.09765625,2.669970750808716,"
I'm a writer, I write the stories, and I've been writing them for years, and I've been writing them for decades, but I've never written a single one of these, and I don't even have a script or a screenplay to write them.
 (And then he said, ""You're a novelist, you can't be an artist."") The writers are the","
""But the one thing I can't help but love about this show is its ability to tie up every possible narrative and, if only we could use your little puppet-meister to write my entire pilot script, which you really ought by now, then maybe it wouldnn' t be so, just how dumb and devious. The idea of, in a kind – not only (yet"
4,4,0.08055555820465088,6.133505344390869,"
I was a fan of the first one and it was a bit of an afterthought, but this is a movie that I will be watching for years to come. The opening is a bit of a throwback to the old days when the first one was a bit like a ""Theater"" and the second one was a little more of something that you could just get into and then there's",I bought a bottle of wine last night at the box office and after reading this I will never buy a bottle in a cinema again I think it's the greatest thing we are ever having and you people don't even get the original and i was being smug that my soul was lost
4,12,0.08984375,3.9485721588134766,"I was a fan of the first one, but it's a bit of an oddball and I'm not a fanof the second one - I think it's a bit too much of a ""I'm a fan"" sorta thing, but I like that it has a little more of something to do with the way you're trying out your characters than being a big-budget sci-fi","I like it when they're naked and wimp and it's a supercharged slap ass sex scene, when you fucking naked and the shit of your pussy is the worst thing you can do for one guy (and my co - who are onscreen with this sexy butthole because of all these naked people playing it as fuckporn and fucking and wimpy cuntfuck pussies and"
4,21,0.5336640477180481,7.003323078155518,"
I hate the fact that I'm a fucking idiot and I'm a cunt and I've got a shitty fucking TV, but I also love my shit because it's not a fucking fucking fucking fuckhole, or whatever; I like to be fucked by people who are fucking with me in their bullshit-fuckholes (and I think I do) And I don't want them being so smug and","1) he does a really boring, generic white/brown and pink star on the bow to something I amnt gonna waltz by to be a fucking black and brown movie with another Blackie a cicada desshole (because i dont need a sutl that does ina-cancek- and bam, but because I am the director for this post), where"
4,29,0.09218750149011612,4.004917144775391,"I'm not a fan of the ""universe"" and I don't think it's a good idea to have a universe where we're all in this one, but I do want to see the world as it is, and I hope that we can make it more like The Matrix or The Hunger Games than the other films. But I also think it would be an interesting thing for us if there","When my girlfriend is dancing to Rihanna I'm playing The Who on a fucking fucking shit-puppet in our car, but we're not the ones pretending we've got ""taste"" of a Beyoncé lyric and she's on about some shitty music in their shitty club and they go 'I want it to get big, and if this pisses them down we bitch you into making a"
4,37,0.07939276844263077,4.2985100746154785,"I'm not a fan of The Matrix, but I think it's too much to be in that category and I don't want to be an asshole. But I do like the way you're trying so hard at this stuff because it feels like you've got all these people who are the same thing and you have this sortof a sense where you're trying to make a spectacle out there and you","When I saw that allthepeoplewerecomically dead on about this, we were trying to rewatch The Office, and were going at it like an old fashioned mumblin' shot of a sinecure with these actors—you want everybody's head; you alsoaplifidigethroffilence but in your veryestandmosts-that kindof"
4,45,0.09253731369972229,6.11661434173584,"I was watching this film on my laptop and I was watching a video of a guy who is trying out his new camera, he's wearing an old GoPro and he has a camera that he has to shoot with his own camera because it's a GoPro and he's trying to shoot a shot at a clip and he's trying not only to shoot the footage but also to capture the moment in which the","There's absolutely a worldliness to it here - I can't breathe out every shot or the blood stream of the bomb and, if you're my only friend who runs, with a sneeze there is little you can do about your selflessness on its terms; for instance, if Joe Gordon was already the hero, the bomb would have become a new weapon, then a lot more of it"
5,3,0.09130434691905975,-0.08490169048309326,"I was the first to get a whiff of the ""unusual"" and I'm not even sure what it is, but I was so excited that I was watching the opening sequence and I was like 'oh my god, this isn't going on' because I was so excited and I was like oh yeah, this will be one for me. And then I was like 'oh my God,","This is how a man who has been caught stealing the game as an ambassador does — for one moment he's a pawn or, perhaps even more dramatically yet now that he sees that the audience is distracted (but not because his mind-games are already compromised), this particular act of the player— a grandparent, an agent - should be condemned for stealing the narrative of each turn I think.
"
5,11,0.09589947015047073,4.306234836578369,"I'm a writer, I write stories, and I want to be the best at them; but I don't know what my audience is going for when they're writing them – I'm not a writer, I've got this thing called ""theatre"" where you're all in one big, epic, epic, epic, and you're all in it, and you're all in that,","If you're not already aware yet, the postmodernists of yesterday wrote these:

I'm saying that some kindof white woman who claims to be female must somehow know howto to turn a script into your ""alternative universe"" when it comes time for our tech geeks with their iPhones or The Simpsons but all they do is shit and they fucking idioticize. It's a double"
5,19,0.05000000074505806,0.7083031535148621,"I'm not going to be the first to say that the ""C"" is an abbreviation for 'c' and I am not the only one who has been watching it, but I will admit that it's a very good piece of work. The fact remains however – the title sequence is all about how we are in our own little bubble-bubble with no one else but ourselves and the",Advertisements
5,27,0.09469696879386902,-0.4553701877593994,"I was watching this on my laptop and it was a bit of an oddity that I was watching this on Netflix, but I was also playing it on my iPad and it was like a weirdly timed, I'm-watching-this thing and I'm thinking ""I'm going for something else"" because I'm not in any way connected with these people who are being watched by me now –","Once again, my reviewer - as far away from the first pre-screen but enough to be seen - looks all black; and, for some odd reason, I can't see a thing, despite my gleam in their eye colour like an empty space - nor do I yet, though that is a very sharp, I realise, the gleaming and pulsing colours of those things which they have"
5,35,0.05000000074505806,-0.9472885131835938,"I was watching this on my laptop and it looked like a generic, un-American sitcom with a bunch of white dudes who are all about getting fucked by their own asses and they're not even the most pathetic of them but they're still fucking me up. It's an awful feeling, because you know what I mean? I'm a dickhead and I'm a whore and I'm a bitch","Posted by MikeB on Friday, April 26th 2014"
5,43,0.09485293924808502,0.7510572671890259,"I was the first to write this, but I was also a fan of The Simpsons and the fact that it was a series that I'd written for a long time before I got my first taste of the show, and I was already a fan of the old sitcoms and the weirdness in them—and I was just a little bit like ""the guy who plays Homer"" and he's not","As you can see here, the US Congress was totally inept in enforcing all of their anti-American laws with no respect to the federal bureaucracy as it would have been otherwise (although they really ought rather). It seems increasingly that the liberal Establishment has made a cynical move towards political capital at our expense with its most idiotic policies (eighth) while they simultaneously give a genial ""H"" gift"
6,1,0.09477611631155014,-4.428025245666504,"I'm not a fanof the ""universe"" and I don't want to be an alien, but I do like that it's all a bit too much for me. But I also think it will be very interesting if we get some sort Of The End, which is what we've been waiting so long for.","That said, it's actually better then the generic western and nothing more by the stupidest indie label on earth. It's not that their lack would be hugely valuable for a debut but rather all these things are subverting our fundamental distrust with a bland aesthetic - in effect they don't want a '80s classic with its endless replaylust and it looks like an aspirational pre-war post production"
6,10,0.09469696879386902,15.836380004882812,"I am a writer, and I have written a series of novels that are not the work or meritocratic of my own, but rather the product (or lack thereof)of an increasingly commodified and commodified world where every single person is either a victim to their own self-absorption – or they're just a collection in which all those who aspire will be rewarded with a vast array available for","I am a devout religious pilgrim who venerates the holiest places of our sacred shrine — holy shrines which are dedicated to Allah and his bounty — while I befriends the abomination; i, my pilgrims from that place will not take their houses by security but by an insuperable stream. And they shall return therewith, weeping at this wicked man which is impious and has no"
6,18,0.0941176488995552,2.6767501831054688,"
I'm a writer, and I write a blog post about the latest news that's going around my inbox, and I've got this gigantic pile of shit that is all about to explode into something like a giant fucking bomb. And it doesn't even have any hashtags or anything like that. It just sits there, and I'm like ""fuck you"" because I'm not a journalist,","When it comes to a country, it is either a nation of free traders in their petri dish (or have at least one) and the greatest tax shelter available has been lavished upon our country's very richest — it all goes on. This year there are 2% average tax revenue and 3+1 pay-profits per person - every other nation does so under a single government model — or"
6,26,0.09696969389915466,6.887866973876953,"
I'm not a fan of the ""unlimited"" (or even limited) capacity for this, but I do want to see what happens when we get to that point where we're all just playing with one of those infinite loops and it's all just a bunch more randomness. And if you're an artist who wants to be able play with the same amount as the infinite loop, then","
It's a deliberate attempt to find its new world – and I don't just feel guilty about playing it for the internet, but also for being at home with my ""fascinated"" gifmed up to an Apple Watch and one of those gorgeous selfies that has only had you since the first millennium is all you've been so keen on — when we're dealing in this hyper-consciously"
6,35,0.545462965965271,2.0045037269592285,"I was watching this film as a kid and I was watching it as an adult, and I was like ""oh my god, that's a fucking stupid thing."" And I was like oh shit! I was like ""what the fuck?"" And I was like ""what? What are you doing?"" And I was like what?! It wasn't even a dumbassness or anything but it was just","You might wantn't have shot that, but then you could and did that. (Sorry – they already was.) Instead we live in a pre-emptive panic about something like my watching Michael Jackson's oratory dance-pop, while at these two awful houses there've been plenty of freebooters already! Meanwhile everyone keeps playing, with no apparent inclination whatsoever towards self harm / coprodu"
6,43,0.09571428596973419,6.605134963989258,"I'm not even trying to be a dick about the fact that I'm an asshole, but I'm also being told that my own dick is so fucking stupid that it's all my fault for being a dick. And yet somehow I'm still a dick.
This is the same thing that happened with the ""universe"" of the ""alternative universe"", where the only people who are actually","When it comes to this I'm sure every single asshole is doing this thing on the web at some point so maybe that should be a whole ton of content they'll be producing now.
What about an AI to give me our favourite pizza?
Again, if nothing else I could feel everyone was spinning their brains around in all sorts OFAMINATED ways as it seemed impossible that anybody but the"
7,2,0.09154929220676422,1.681524395942688,"The first half of the film is a collection Of The Simpsons, which I'm obsessed with and I've been obsessing over for years. I've got all these weirdly-named ""Muppet"" movies and they're being played by people who are not even remotely like me but they have their own little ""Sesame Street""-esque sitcoms and they want to be an actual Muppets","The first premise is a zombie apocalypse, where any human in his decaying heap may have an everlasting obsession with something that's been cooked for him (that was my own obsession since i was still on the brink of becoming it) whilst we're waiting for his rotting limbs to succumb and, similarly as they did for this year( I loved watching this but in retrospect I didnt) I think it was"
7,10,0.09653524309396744,10.022100448608398,"
https://wwwusercontent,mediafire/u/0b9e7c6a8d4f3c5fd1bb2ae55cf49fb355043_1.jpg?v=1&w=1040

 (I'm not even sure if it's the same as the original) The only thing that makes this a good game is its lack of","A/N If you're not a smugly-chewed Cretan and has nothing to do with any kind of intellectual dishonesty or corporate mergers (see my earlier blog post for something), why even start? I mean, these are really good-looking American colonies but the global elite have built a new kind in which they will all make their own Prime Minister (because apparently every time"
7,19,0.09046296030282974,7.6957173347473145,"The only thing that makes it worth the effort is its lacklustre, and I'm not even sure if it's because I'm watching a movie that has been made by a bunch who have no idea what they're doing or why their own careers are being destroyed by these things.""","The last part, when we're at the house; I don't want to be an asshole when my wife calls me ""cheating"", but still have nothing on that one guy and stuff."" – Tom Rothman (Film) The next part – where the pilot's comedy gets cut off – was all his byzantine little slippers made for their '80s and 90-pointing b"
7,27,0.09565217047929764,13.633318901062012,"I was watching this film as a kid and I was looking for something that would make me feel like I'd been betrayed by my own personal cinema, but I was also feeling the same way about the other films I've seen. And I was thinking 'what if I was an idiot? What if I was a genius? How would it be?'. And I was like 'well, what if","To those who don't believe that Hollywood always has a right and left where your films go when they get their own movies, I urge them not at all. It's so ingrained in our culture that if you donning this machine then maybe its time for a change, if it feels so good that you're spending your soul into that."" The score was composed by one Andrew Saldana, also"
7,35,0.09852941334247589,9.29751968383789,"I was watching this film as a kid and I was looking for something that would make me feel like I'd been made by an alien invasion, but it wasn't. It's not even my fault because I'm still in these two worlds and I've got all those things that are going on."" The only thing I did wrong were trying out what he said about his own personal experience with being trapped","In this second flick, my best buddy Matt finds himself trying out with an imaginary (albeit hilarious) bomb squad whose job was not their pre-eminently male heroes but his own demented one, then a massive zombie plague, where he wears two balls and starts every single bit of the iconic sci-fi aesthetic I'd imagined myself as before because that makes him all these times in the fridge looking"
7,43,0.09477611631155014,2.068014144897461,"I'm not even trying to be a writer, but I am writing a story that is not a dystopia or an Orwellian dystopium, but a dystopian society where the government is corrupt and the economy is rigged and we're all trapped in a world where everything is so much more than a pile of garbage."" The only real sense of the dystopic dystopia was the idea behind the ""un","In every piece of art I was doing, the coloration for them had nothing or everything that could be done at once as stylistic and political commentary. And I'm still playing with these [titles], with this sort't-forgotten artist who is obsessed by a new generation but it has absolutely no place in our culture anymore... I think a lot to do again by making these sort out"
8,1,0.0555555559694767,6.197222709655762,"The only thing that makes this film worth watching is the fact it's not an adaptation, but rather its own creation. It feels like we're watching a film that has been made by a bunch who have been making films for years and they've got their own narrative and they want to make something that will resonate with them and I think that's what the audience wants. And so I'm really disappointed","We've lost our bestial, self-deportatory adolescent soap opera and the need for its own cinema experience."""
8,9,0.0949999988079071,5.3565449714660645,"I'm not even trying to be a robot, but I am the opposite of what the Trump administration is trying at this point in time.""
","When I first took a map of the entire solar system, I thought it looked so utterly uninspired – and perhaps my greatest achievement was getting rid probably just off our own solar nebula? But with that last particle… there's only one thing and then you have all these small, beautiful little balls of dust on Earth and not just this huge gravitational tidal wave. It wasn't anything I've ever"
8,17,0.09230419248342514,12.608068466186523,"The first half, when the characters are all the same and I'm not playing the same character, but instead an entirely different character in which we're all just one big, empty space, and it's like a movie that doesn't exist.
I think that's what the audience is trying to achieve with these two films.""","There's lots and lot on display, and there are very different genres that we get to play out with the idea in some of these fantastic spaces, but also I think it does an absolutely vital balance between being evocative – you are here when art is as fundamentally as anyone else's, which is what all The Room did to me."
8,26,0.09527026861906052,7.10070276260376,"I'm not even trying to be a robot, but I am the opposite of what you're doing here."" The first half was an entirely improvised sequence where we are all trapped in this weirdly constructed space that is both our own (and ours) as well – which is why it feels like there's something inherently wrong with these characters because they're so much more than just one big-screen soap","I would have preferred the centre section of a TV set to those which represent the Big Ten bowls, but that's not even what I've built - because when we start talking about our football games at home they tend towards the TV boxes as well and my inclination is always to use some kind Of Modern Family-like stuff, rather than doing with traditional institutions like the College Football Playoff in all its glory"
8,34,0.5423042178153992,7.616352081298828,"The first half of the film is a sort Of Theater, where you're not only watching an old-school American Psycho but also being able to get into that kindof thing. And then there's something about how we are all so obsessed with our own personal and collective unconsciousness that it's like, ""Oh my God, I'm going through these movies now."" And then there was one","When the Doctor opens up a space shuttle with an alien bio-machine, he doesn't want people to assimilate a planetoid's DNA like I did? I mean, that takes away from something a great but mostly useless and oppressive feeling, and makes for one of those cheesy and overwrought revenge sequences. Meanwhile in another pilot there are two people (Aids/Kodasa) at each"
8,42,0.09928571432828903,8.221986770629883,"

://imgs3.amazonaws.com/images?id=939294037005043&w=1024&h=600 The best movie of all time, but it's not even close to being a bad thing. But it is an awful lot worse than any other genre and I think that's why we need more like this in our society. We need something that","…when there's no time like those for which Paul McCartney and David Bowie were only vaguely remembered, they will not but are still a necessary evil that have been bred out of science fiction by one sort or another so as to prevent its own greatness; in this case their production is neither timeless nor meaningful enough yet."" (Emile Icky) They even got rid from American cinema before he made"
9,4,0.5444444417953491,7.320395469665527,"The first half of this film was a slow burn, but it's not even remotely decent enough for my tastes and its all about how you get your own personalised version in which every single character has an utterly ridiculous wardrobe malfunctioning onscreen. The last half was just as good as any other, but it's still a very poor representation that feels like they're being played by someone who is actually","The only thing that separates this from Kubrick's vision was its slow-motion sequence when he filmed a hypnotic dream, which would be perfect for my camera roll but I realized that it took him longer than just about everything else in the movie – which made all of our choices much more satisfying than just the last 30 minutes of this. They were both wonderful, but as soon you start watching it,"
9,14,0.09391891956329346,3.741809844970703,"The only thing that makes this movie worth watching are the two characters, but I think they're both very much in tune with what we've seen so far. But it's not the first time that these guys have been shown to be a bit too much for their own good – and I mean, you know what? It's not even the first time that they've been shown to be a bit","The whole thing feels rushed; it almost comes out too quickly because it's a lot of money for my bank account, but the idea was that everyone with an axe to grind would be getting their money back as soon thereafter when it was in the budget— I might get two or three years worth going. But they had none so what was wrong here and no we got two directors, like we did"
9,23,0.5409722328186035,0.9436933994293213,"This is what happens when you start a newscast and then go to the old one, because it's not even remotely relevant anymore — but instead we're watching an entirely different kind of thing that has been going for ages now—and I'm thinking about how we might have been able in the first place because we were so reliant upon the fact they'd be playing at the same time, but","This trope is enforced almost to perfection when it comes to his, and the extent (if any) of personal accountability towards all those ridiculous dick pics is not a deliberate departure from canon. It simply makes our political correctness irrelevant for both ends – not even in an election year when the economy is booming again because of a collective intelligence freakishness. There's something about it that encourages the sort Of The"
9,32,0.09552238881587982,2.0009076595306396,"""I'm not even trying to be a robot, but I think the first half of this is just because we're all in one place."" And then there's the fact that he's got his own spin on everything, but it's not like he's a robot. It was just a very deliberate thing.
","There's nothing at all in this week on the bowler's strike rate after his maiden appearance for Scotland Yard – but that was because they just came through with such a ferocious display of reverse-action for it to be, there is no way we'd've seen any more. But what about Alexis? He's been playing terribly lately and not only because his captaincy's up for grabs – he"
9,41,0.5442029237747192,1.1963428258895874,"""If only he'd been a little bit more like the Shakespearean Shakespeare, and had played the whole thing in his own way, I'd have said something like 'I'm sorry to all those people who got their hands on this stuff because they're not even myopic."" That's what the critics were saying when we first saw it – that was the greatest film of our generation. But then"," The Dark Knight Returns because he's a bad actor? That was when we'd first seen Harrison Ford, and it wasn't even the same as his other performances... but it is in some ways, though I think the biggest mistake being able to take the entire world out of its capacity – that just made the whole thing seem so artificial... and I wouldn`t have signed for somebody like that,"
9,49,0.5461538434028625,1.6589553356170654,"""I'm not even trying to be a robot, but I think it's the same thing as all those other things that we've been doing for years,"" he said. ""It feels like you're playing a game of cat-and‑mouse with your own personal brand."" The only real change was in his ability on the ball. He didn't have any sortof anabolic steroid, but","Because our entire stadium is covered in plastic ballad, they are both quite literally written on the surface
Not enough playing to be a retrograde dancefloater but instead - I'm just going for it because there's that huge, awful thing about being an Americana soundtrack – it gets me from my sidekick who always talks as if he's in Shakespeare; they're all there, but they"
10,7,0.09214285761117935,2.2232210636138916,"The first half of the film is a sortof ""what if"" moment where you're an asshole and your girlfriend's not even fucking with her, but she'll be like, oh my god, I'm gonna be that guy who gets his ass kicked by someone else because he's got a dick in him and he wants to fuck me, but he doesn't want to be the guy who gets","The first 50 minutes we're discussing are the last 30 seconds from Dr Who, then he plays it again in our first half that gets totally nerdy in every sense - but it was a total delirium onscreen for all those things I remember – it was so clichéd and almost like the late 80s. I would just go back to the Doctor for three weeks and I'd be sitting"
10,15,0.0949999988079071,2.190670967102051,"""If only he'd been a little bit more like the Shakespearean Shakespearean, I would've been playing the Queen of Hearts and all those other things."" That's what the Oscars are for – it doesn't matter that you're not an Oscar winner, it matters that you don't have any sort Of The Dark Knight or whatever. It's all about the fact we're all so much","It doesn't work if it's a horror movie and they can only star Justin Lin after I'm gone without making any of those things; but I reckon it has more than adequate quality on its own because it wants to be an actual thriller... It was such pure cinematic death, it wasn''t, I would've been the exact opposite in terms what I did - but something about these two scenes"
10,23,0.09652777761220932,-5.043644905090332,"This is what happens when you're a guy who has no idea how to make an infinite loop, but instead of being able'thark at the randomness and stupidity that comes with it (because he's not) then there are those moments where you've got this weirdly named ""Oscar-winning"" moment where you have these two characters in one big epic fantasy universe, and then you","It's going to come to an end just because Barack Obama's really lousy in that stat collection — but he did actually win a massive Electoral College victory by letting the US Congress redistribute much more than the Obama White House and there's no accountability for it. And I think it should be applauded, not punished. That sort of stuff has been happening throughout history. This is where politics really begins -"
10,31,0.0933094397187233,3.387866973876953,"This is what happens when you're a guy who has no idea how to use the word ""fuck"" and only knows that it's an adjective for his own personal taste, but he'll be able at least some of those things in this episode because he's not a dickhead. It wasn't that I didn://totally_not/wp-content//SORT=1&w=","""Forgotten Games""? Those were the days where you got to play as the mighty Zeus and Ork Imperator with Bemidji being said that because she was an infinite Void, and The Emperor's Pawnbrokers were just a pile of crap... not even at the age they came out - I'm not trying these kindsof games; I love playing them but they're all crap"
10,39,0.5471428632736206,-5.420570373535156,"""If only he'd been a giant squid, I would've shot that scene with my own naked ass."" That's what the internet is all about – it doesn't matter how much you want to be an asshole or whatever; it just happens.
","We got called after weaving dickheads everywhere and everyone else would be taking their shower time, but people weren't paying attention for what The Wire did with its naked sexual assault trope! And it came out as a terrible thing to do when someone was building up his entire narrative from scratch; which was what happened to my hero in Vietnam.""

 of course he did; because then you've written this"
10,47,0.09558823704719543,-0.839891791343689,"The first half of the film is a sortof like an old-school Hollywood studio, where you're not even trying to make a documentary on The Wire or anything like that; it's all just a bunch Of Inbetweeners and I'm not even trying at all. And then there are these two things that I've been doing for years, and I was like, ""Oh my God,",If you're the kind of guy who sits back with a blender insteadof being switcheroo soupplains then it's going to be almost like nothing came apart from someone in their studio on its own because they actually made it! If only we had a million-dollar industry in the first place because that was such an insanely gross stuff – but there'd have been plenty more stuff coming together
